classification,confidence,distance,reason,left_file_id,right_file_id,left_path,right_path
exact,1.0,0,Identical SHA-256,file_4eaf98e369eb1487,file_552f018ecc2f9154,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\second Bank of Beaumont Fifth St and California Ave (1)\second Bank of Beaumont from Beaumont Library District.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\second Bank of Beaumont Fifth St and California Ave\second Bank of Beaumont from Beaumont Library District.jpg
exact,1.0,0,Identical SHA-256,file_a4205a479cd146be,file_0a06d6ae0cdf3536,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\second Bank of Beaumont Fifth St and California Ave\Bank of Beaumont Fifth St. and Egan Ave. from Banning Library District - Copy.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\WCTU Fountain\WCTU Fountain sitting next to Bank of Beaumont at Fifth St. and Egan Ave..jpg
exact,1.0,0,Identical SHA-256,file_6e5ed50d03e58e6f,file_102c647a7603cb35,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1800 Ceremonial Big House morongo.jpeg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1800 Ceremonial Big House morongo.jpeg
exact,1.0,0,Identical SHA-256,file_d75b203f43f9a57d,file_4a86cb8481b40b1c,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1860s stagecoach downtown Beaumont.jpeg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1860s stagecoach downtown Beaumont.jpeg
exact,1.0,0,Identical SHA-256,file_95ff3cedf793cbb3,file_42a2955f7119c5c7,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1875 Railroad Depot.jpeg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1875 Railroad Depot.jpeg
exact,1.0,0,Identical SHA-256,file_9f174ea9dfd23a06,file_1afe8689e66cecfb,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1879 Post office.jpeg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1879 Post office.jpeg
exact,1.0,0,Identical SHA-256,file_c4c0de5966b087f2,file_a7f6a7d24337d6c4,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1883 Stewart Ranch.jpeg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1883 Stewart Ranch.jpeg
exact,1.0,0,Identical SHA-256,file_67e397aa78a8a926,file_d4cbc371f3177146,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1900 traditional house on Morongo Reservation.jpeg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1900 traditional house on Morongo Reservation.jpeg
exact,1.0,0,Identical SHA-256,file_8533e425fe72f748,file_30cab5e4d7341ae5,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1908 Morongo Band of Mission Indians.jpg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1908 Morongo Band of Mission Indians.jpg
exact,1.0,0,Identical SHA-256,file_adfe606fb43b1eae,file_a535ec86c657664c,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1911 First Library house in basement of bank building.jpeg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1911 First Library house in basement of bank building.jpeg
exact,1.0,0,Identical SHA-256,file_4d14c32aa2c68b9d,file_516045c0027e010a,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1911 Grammar school built.jpeg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1911 Grammar school built.jpeg
exact,1.0,0,Identical SHA-256,file_9f093d233318bb55,file_3cb641cd1cfdf7d1,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1911 Woman's Clubhouse.jpeg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1911 Woman's Clubhouse.jpeg
exact,1.0,0,Identical SHA-256,file_c780038dd10e5d93,file_badb300aa1fa86ce,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1912 Beaumont incorporates as a City.jpeg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1912 Beaumont incorporates as a City.jpeg
exact,1.0,0,Identical SHA-256,file_229b9a6950a74027,file_348736affdb526d1,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1927 man and fruit tree.jpeg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1927 man and fruit tree.jpeg
exact,1.0,0,Identical SHA-256,file_2cbdefa814f1ea39,file_c457e234b1aac96e,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1930 Cherry Tree Farm.jpeg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1930 Cherry Tree Farm.jpeg
exact,1.0,0,Identical SHA-256,file_1570956ce7c05d88,file_45f0ac199123f4c3,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1965 Expansion Mansard Roof.jpg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1965 Expansion Mansard Roof.jpg
exact,1.0,0,Identical SHA-256,file_3af42eed7971a059,file_6a4e9da4f77c6338,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1965 Expansion.png,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1965 Expansion.png
exact,1.0,0,Identical SHA-256,file_f03a1dc2ec5739b4,file_9c12327decce65ee,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1988 Beaumont Developments.jpeg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1988 Beaumont Developments.jpeg
exact,1.0,0,Identical SHA-256,file_3ec5a257f2d360d1,file_e5d7e62a8efa93d5,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\Weaver.jpeg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\Weaver.jpeg
rotated_or_mirrored,0.767,4,Close after rot270 transform,file_75e1f81cf415c43f,file_3f7534cd4597d64d,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\Aerial Photos.1.png,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\Aerial Photos.2.1.png
reencoded_or_resized,1.0,0,Very close perceptual hash and aspect ratio,file_75e1f81cf415c43f,file_1a6c789ec5ee552f,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\Aerial Photos.1.png,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\Beaumont Aerial Photo 1982.png
reencoded_or_resized,1.0,0,Very close perceptual hash and aspect ratio,file_75e1f81cf415c43f,file_f61f56671fc56588,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\Aerial Photos.1.png,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\tinified\Beaumont Aerial Photo 1982.png
rotated_or_mirrored,0.833,2,Close after rot90 transform,file_3f7534cd4597d64d,file_1a6c789ec5ee552f,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\Aerial Photos.2.1.png,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\Beaumont Aerial Photo 1982.png
rotated_or_mirrored,0.833,2,Close after rot90 transform,file_3f7534cd4597d64d,file_f61f56671fc56588,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\Aerial Photos.2.1.png,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\tinified\Beaumont Aerial Photo 1982.png
exact,1.0,0,Identical SHA-256,file_5836a9a31c6306e9,file_4ade813a735ec875,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\Aerial Photos.2.2.png,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\Aerial Photos.2.png
reencoded_or_resized,0.8,4,Very close perceptual hash and aspect ratio,file_a0809184fd26be56,file_e01acc57ec93e540,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\Aerial Photos.2.3.png,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\Beaumont Aerial Photo 2010.png
reencoded_or_resized,0.8,4,Very close perceptual hash and aspect ratio,file_a0809184fd26be56,file_a3a1d6a0780c8b16,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\Aerial Photos.2.3.png,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\tinified\Beaumont Aerial Photo 2010.png
reencoded_or_resized,1.0,0,Very close perceptual hash and aspect ratio,file_1a6c789ec5ee552f,file_f61f56671fc56588,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\Beaumont Aerial Photo 1982.png,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\tinified\Beaumont Aerial Photo 1982.png
reencoded_or_resized,1.0,0,Very close perceptual hash and aspect ratio,file_e01acc57ec93e540,file_a3a1d6a0780c8b16,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\Beaumont Aerial Photo 2010.png,X:\My Drive\Projects\Beaumont Library District\historical photos\Steven's Scans\tinified\Beaumont Aerial Photo 2010.png
