id,title,date_start,date_end,rights_status,rights_note,attribution,research_status,curated,contact
img_4a82e2c89eb4a27d,"Laura Mae Stewart and passenger in the car, with her father Rez Stewart on horseback",1910,1920,Copyrighted,"Calisphere rights statement: 'Copyrighted — Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners.' Named holder: Laura May Stewart Trust (contact: Marilyn Vonderheide, 309 West 9th Place, Beaumont, CA 92223, 951-845-7155). Required action: obtain the Trust's written permission before any reproduction (rule 1 — named rights holder).","Beaumont Library District Local History Collection, via Calisphere (CBEA_170)",Researched,False,"Laura May Stewart Trust (contact via the Calisphere record's noted trustee, Marilyn Vonderheide, through Beaumont Library District)"
img_c01f0729b7635aa7,Newspaper subheadline on the Hotel Beaumont fire (clipping),1910,1960,Copyrighted,"Copyrighted — the publishing newspaper (unidentified from this fragment). Next action: identify the paper and issue date, then contact the publisher for reuse; note that if the issue proves to be pre-1930 the clipping would now be in the public domain.",Unidentified newspaper,Provenance verified,False,
img_7b302ec1a5a6c157,"Reznor P. Stewart, Founder of the Stewart Ranch, Late-Life Snapshot, c. 1910-1933",1910,1933,Permission required,"Unpublished family snapshot of c. 1910-1933, photographer unknown (Rule 8: family collections 1906+; the 120-years-from-creation term for anonymous unpublished works has not yet run). Next action: request permission from the Stewart family rights holder — Laura May Stewart Trust (Marilyn Vonderheide, Beaumont, per Calisphere Stewart-item rights statements) — via Beaumont Library District.","Stewart family collection, via Beaumont Library District",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Laura May Stewart Trust (contact via the Calisphere record's noted trustee, Marilyn Vonderheide, through Beaumont Library District)"
img_50e61a8496f4bfd2,"WCTU Fountain dedication, Fifth Street and Egan Avenue, Beaumont — December 25, 1910",1910,1910,Public domain,"Real-photo postcard of the December 25, 1910 dedication, commercially titled on the negative and distributed as a postcard c. 1910-11 — published before 1931, so U.S. copyright has expired (95-year term). Courtesy credit: Leslie A. Rios III Postcard Collection (rule 2; the Rios collection holds the physical card, not the copyright).",Leslie A. Rios III Postcard Collection,Researched,False,
img_2ba02d1a7deddfd1,Beaumont Bank / Funk Building — first home of the library,1911,1914,Unclear,Do not infer reuse rights from age; verify against the holding institution or rights statement.,"Beaumont Library District, via Calisphere (CBEA_108, ark:/13030/c8dn44db)",Researched,True,
img_2880f54eaa19145f,Beaumont Grammar School,1911,1911,Copyrighted,"Calisphere rights statement (verbatim operative phrase): 'Copyrighted — Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners.' Named rights holder: Laura May Stewart Trust, contact Marilyn Vonderheide, 309 West 9th Place, Beaumont, CA 92223, 951-845-7155. Required action: obtain written permission from the Laura May Stewart Trust (via Marilyn Vonderheide) before reproduction.","Beaumont Library District Local History Collection, via Calisphere (CBEA_145)",Researched,True,"Laura May Stewart Trust (contact via the Calisphere record's noted trustee, Marilyn Vonderheide, through Beaumont Library District)"
img_2a51e22c51021029,"Laura May Stewart at the Stewart Ranch, 1911",1911,1911,Permission required,"Rule 8 (family collection, unpublished, photographer unknown, created 1906+): Permission required. Stewart-family photographs on Calisphere are rights-administered by the Laura May Stewart Trust (Marilyn Vonderheide, 309 West 9th Place, Beaumont, CA 92223, per Calisphere rights statements); request permission for this print via Beaumont Library District / the Trust.","Stewart family collection (Laura May Stewart Trust), via Beaumont Library District",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Laura May Stewart Trust (contact via the Calisphere record's noted trustee, Marilyn Vonderheide, through Beaumont Library District)"
img_dee5615ad57181f9,"Laura May Stewart on her horse Pado, probably at the Stewart Ranch, 1911",1911,1911,Permission required,"Stewart family collection: unpublished snapshot, photographer unknown, created 1911 (post-1906 branch of rule 8). Contact the family/donor via the Beaumont Library District; note that the Laura May Stewart Trust (Marilyn Vonderheide, per Calisphere BLD records) is the named rights holder for related Stewart-family images and is the likely authorizing party.","Stewart family collection, via Beaumont Library District",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Laura May Stewart Trust (contact via the Calisphere record's noted trustee, Marilyn Vonderheide, through Beaumont Library District)"
img_056f22949c5d906e,"Laura May Stewart with Lariat at the Stewart Ranch ('Laura in chaps'), 1911",1911,1911,Permission required,"Unpublished Stewart family snapshot, 1911, photographer unknown (Rule 8: family collections 1906+). As an anonymous unpublished work it remains in copyright until 120 years from creation (end of 2031). Next action: request permission from the Stewart family's rights holder — the Laura May Stewart Trust (Marilyn Vonderheide, 309 West 9th Place, Beaumont, per Calisphere Stewart-item rights statements) — via Beaumont Library District.","Stewart family collection, via Beaumont Library District",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Laura May Stewart Trust (contact via the Calisphere record's noted trustee, Marilyn Vonderheide, through Beaumont Library District)"
img_299b9a16b53340ed,"Summit House, once the Beatty House",1911,1911,Copyrighted,"Calisphere rights statement (verbatim opening): 'Copyrighted — Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners.' Named rights holder: Laura May Stewart Trust (contact: Marilyn Vonderheide, 309 West 9th Place, Beaumont, CA 92223, 951-845-7155). Next action: obtain the Trust's written permission before reproduction (RIGHTS-RULES rule 1: named holder in statement).","Beaumont Library District Local History Collection, via Calisphere (CBEA_172)",Researched,False,"Laura May Stewart Trust (contact via the Calisphere record's noted trustee, Marilyn Vonderheide, through Beaumont Library District)"
img_96cdf4349eff3950,Beaumont City Hall,1912,1912,Unclear,"Calisphere/BLD rights statement: 'Copyright status unknown. Some materials in these collections may be protected by the U.S. Copyright Law (Title 17, U.S.C.).' Next action: request reproduction permission from the Beaumont Library District, which is standard practice for these collections.","Beaumont Library District Local History Collection, via Calisphere (CBEA_029)",Researched,True,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_a144edcec7a50be8,"New Presbyterian Church under construction after a January snowstorm (701 Egan Ave), Beaumont",1913,1922,Unclear,"Rule 10: the underlying image is a real-photo postcard of c. 1916 by an unidentified photographer. It would be Public domain if demonstrably published (sold/distributed) before 1931, but the caption is handwritten on the print — suggesting a personal photographic postcard — and the framed original's owner and back imprint are unknown, so publication cannot yet be demonstrated. Next action: locate the framed original via BLD/SGPHS and check the back for a printed postcard imprint or publisher line, which would establish pre-1931 publication (Rule 2, Public domain).",Unknown,Researched,False,
img_a7581c3a3616e8da,Jane Eyer Smoot — photo from her October 1915 U.S. passport application,1914,1915,Unclear,"Photograph affixed to a 1915 U.S. passport application, preserved in NARA RG 59 and circulated via Ancestry and Find a Grave. NARA places no access or use restrictions on these public records and no photographer or rights claimant is identifiable; formally, an anonymous unpublished photograph's 120-years-from-creation term runs to c. 2035, so the strict status is unclear even though practical restriction risk is nil (no rule 1-9 fit; rule 10 applied). Next action: credit 'National Archives, U.S. passport application records (via Find a Grave)' and optionally source the original application scan from Ancestry.","U.S. passport application records, National Archives (RG 59); scan via Find a Grave (D.J. McLaughlin)",Researched,False,
img_e8c5738ad26c5ffc,"Laura Mae Stewart, First Cherry Festival Queen, Riding in a Studebaker Six at the 2nd Cherry Festival",1914,1914,Copyrighted,"Calisphere rights statement (verbatim, operative phrase): ""Copyrighted. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners..."" — the statement names a rights holder, the Laura May Stewart Trust (contact: Marilyn Vonderheide, 309 West 9th Place, Beaumont, CA 92223, 951-845-7159). Rule 1: named holder in the statement → Copyrighted. Next action: obtain written permission from the Laura May Stewart Trust via the named contact before reproduction.","Beaumont Library District Local History Collection, via Calisphere (CBEA_149)",Researched,False,"Laura May Stewart Trust (contact via the Calisphere record's noted trustee, Marilyn Vonderheide, through Beaumont Library District)"
img_4239365a9df07707,"5th Street at the A. T. Gantt & Bro. corner, Beaumont — real photo postcard, c. 1915-1925",1915,1925,Unclear,"Rule 1 (Calisphere-matched record) — BLD rights statement captured verbatim: 'Copyright status unknown. Some materials in these collections may be protected by the U.S. Copyright Law (Title 17, U.S.C.)... Responsibility for any use rests exclusively with the user.' Next action: request reproduction permission from the Beaumont Library District, standard practice for this collection. Note: as a commercially stamped real photo postcard of c. 1915-1925 it is very likely public domain under the pre-1931 publication rule, but the short-run stamped card's actual publication is not demonstrable from the scan alone.",Beaumont Library District (Calisphere item CBEA_036),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_c8be9dda2808f47c,"Bogart House in deep snow, Beaumont",1915,1940,Permission required,"Rule 7 (institutional physical collection without a copyright claim): the print is 'from Beaumont Library District' per the filename; an unpublished snapshot by an unidentified photographer, plausibly still in copyright. Next action: request reproduction permission from Beaumont Library District, which controls its physical holdings.",Beaumont Library District,Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_291537b3068812cf,"Clarendon B. Eyer, president of the Beaumont Land and Water Company",1915,1925,Permission required,"Rule 8: unpublished family portrait, photographer unknown, created c. 1915-1925 — the 120-year unpublished-anonymous copyright term has not expired, and no publication is documented. Obtain permission via the Eyer family donor / Beaumont Library District, whose working folder is the scan source. If the print proves to be from a NARA passport-application file, NARA imposes no access restrictions, but that would not by itself establish public-domain status.",Beaumont Library District (Eyer House and family folder),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_dbf7e0bb619c1c74,Cora K. Eyer (Mrs. Clarendon B. Eyer),1915,1925,Permission required,"Rule 8: unpublished family portrait, photographer unknown, created c. 1915-1925 — the 120-year unpublished-anonymous copyright term has not expired, and no publication is documented. Obtain permission via the Eyer family donor / Beaumont Library District, whose working folder is the scan source.",Beaumont Library District (Eyer House and family folder),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_953fbfaa8e42a2fb,"Iola May Stower (later Dowling) as a young woman, oval-matted studio portrait",1915,1924,Permission required,"Unpublished family portrait, photographer unidentified, created after 1906 (rule 8): permission required from the Dowling family/donor via Beaumont Library District. As an unpublished anonymous work (120 years from creation), a c. 1916-1924 portrait remains in copyright until roughly 2036-2044.","Dowling family collection, Beaumont Library District",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_4e6f8597cedbda5b,"Jane Eyer Smoot (1859-1935) — printed book plate captioned ""Mrs. Kenneth R. Smoot""",1915,1925,Unclear,"Halftone plate from an unidentified printed volume. If the book was published before 1931 — likely, given the subject's apparent age (b. 1859) and the plate's typography — it is public domain under the 95-year rule (RIGHTS-RULES tier 2), but publication date cannot yet be demonstrated. Next action: identify the volume via Highland Park Historical Society / full-text book searches, then re-grade; courtesy credit Beaumont Library District for the scan.",Beaumont Library District research files (source book unidentified),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_a7a6b112d9c297dd,Studio portrait of Luis Moncada Estrada (1894–1980) as a young man,1915,1930,Permission required,"Unpublished family photograph, photographer unknown, created after 1906 (c. 1915–1930) — contact the Estrada family/donor (Leslie Rios III) via Beaumont Library District for reproduction permission. Related Estrada materials (MS 871) are held by the California State Railroad Museum Library & Archives.",Estrada family collection (via Beaumont Library District),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Estrada family (collection donors) — via Beaumont Library District"
img_092d2807a0231929,"Class portrait at the old wood-frame Wellwood School, c. 1916–17",1916,1917,Permission required,"Unpublished class portrait, photographer unknown, created c. 1916–17 — as an anonymous unpublished work its term runs ~120 years from creation (to c. 2036), and Beaumont Library District controls reproduction of the physical print. Next action: request reproduction permission from Beaumont Library District.",Beaumont Library District,Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_96cb1ed10cb5a0fd,Beaumont Woman's Club clubhouse,1917,1929,Unclear,Do not infer reuse rights from age; verify against the holding institution or rights statement.,"Beaumont Library District, via Calisphere (CBEA_088, ark:/13030/c80k27x4)",Researched,True,
img_ed9a0626308ebccf,Francis Dowling Sr. with Golden State Cherry Orchard truck,1918,1925,Permission required,"Unpublished family photograph, photographer unidentified, created after 1906 (rule 8): permission required from the Dowling family/donor via Beaumont Library District. As an unpublished anonymous work (120 years from creation), a c. 1918-1925 photo remains in copyright until roughly 2038-2045.","Dowling family collection, Beaumont Library District",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_66a9280d1c1afbf9,The Bank of Beaumont,1918,1922,Unclear,"Calisphere rights statement (verbatim, operative phrase): ""Copyright status unknown. Some materials in these collections may be protected by the U.S. Copyright Law (Title 17, U.S.C.)..."" — rule 1 boilerplate, so status is Unclear. Next action: request reproduction permission from the Banning Library District, standard practice for this collection. (A photographic print/slide, not demonstrably published pre-1931, so the rule-2 override does not apply.)","Banning Library District Local History Collection, via Calisphere (CBAN_109)",Researched,False,"Banning Library District, 21 W. Nicolet St, Banning CA 92220 · (951) 849-3192 · banninglibrarydistrict.org"
img_317c261e7e95cb9d,Kenneth R. Smoot and Jane Eyer Smoot — joint photo from Kenneth's 1920 U.S. passport application,1919,1920,Unclear,"Photograph affixed to Kenneth Smoot's 1920 U.S. passport application, preserved in NARA RG 59 and circulated via Ancestry and Find a Grave. NARA places no restrictions on these public records and no photographer or claimant is identifiable; formally, an anonymous unpublished photograph's 120-years-from-creation term runs to c. 2040, so strict status is unclear though practical restriction risk is nil (no rule 1-9 fit; rule 10 applied). Next action: credit 'National Archives, U.S. passport application records (via Find a Grave)'.","U.S. passport application records, National Archives (RG 59); scan via Find a Grave (D.J. McLaughlin)",Researched,False,
img_c39e3df610ea24d9,Pauline Weaver (posthumous artist's sketch),1920,1929,Unclear,Do not infer reuse rights from age; verify against the holding institution or rights statement.,Artist unknown; no institutional provenance established (the circulating 'Sharlot Hall Museum' credit is unverified; cf. Arizona Historical Society portrait file #61659),Researched,True,
img_530a9cbb25c298f7,Wellwood School,1921,1921,Unclear,"Calisphere/BLD rights statement (verbatim operative phrase): 'Copyright status unknown. Some materials in these collections may be protected by the U.S. Copyright Law (Title 17, U.S.C.)...' Required action: request reproduction permission from the contributing institution (Beaumont Library District), which is standard practice for these collections.","Beaumont Library District Local History Collection, via Calisphere (CBEA_133)",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_fd15a86cd86982d6,"Triangle Service Station attendants, Beaumont — real-photo postcard by Whelan, c. 1920s",1922,1930,Public domain,"Public domain — commercial real-photo postcard published c. 1922-1930, before 1931; the 95-year U.S. copyright term has expired (rule 2). Courtesy credit: Beaumont Library District collection (scan source); a faithful scan of this 2-D public-domain work carries no new copyright (Bridgeman v. Corel).",Whelan (postcard photographer); courtesy Beaumont Library District collection,Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_cd302d98752b29e0,"Second Bank of Beaumont Entrance, Fifth Street and California Avenue, c. 1923-1940",1923,1940,Permission required,"Photograph of c. 1923-1940, photographer unknown, held in the Beaumont Library District physical collection (Rule 7 — the institution controls reproduction of its holdings even where underlying copyright may have expired; publication before 1931 cannot currently be demonstrated, so Rule 2 does not apply). Next action: request reproduction permission from Beaumont Library District and check the print's verso for publisher or studio markings.",Beaumont Library District,Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_7d409eb4d324e61e,"W.C.T.U. fountain beside the 1923 Bank of Beaumont building, Fifth Street and Egan Avenue",1923,1940,Permission required,"Photographer unknown; apparently unpublished print held in the Beaumont Library District collection (rights rule 7) — underlying copyright possibly expired if taken before the mid-1930s, but the institution controls reproduction of its physical holdings. Next action: request permission and a better scan from Beaumont Library District.",Unknown,Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_0b3ce9bbcc89c40d,"Fifth Street at Egan Avenue with the Bank of Beaumont — Frasher Foto postcard, c. late 1920s",1925,1931,Copyrighted,"Frasher Foto (Burton Frasher Sr., Pomona) photograph; publication before 1931 is plausible but not demonstrated (margin note 'circa 1925' is a later addition; autos suggest c. 1925-1931), so rule 6 applies rather than rule 2: photographer known — the Pomona Public Library holds the Frasher Foto collection; contact them for negative dating and reproduction. If the negative proves pre-1931 publication, status flips to Public domain.","Frasher Foto, Pomona (Burton Frasher Sr.); digital copy via Flickr user 'clamshack' / Facebook 2020",Researched,False,Pomona Public Library Special Collections (Frasher Foto archive) · pomonalibrary.org
img_03ae9abaca02013c,"Interior of the S. and S. Grocery, Egan Avenue and Fifth Street, Beaumont, c. 1930",1925,1934,Permission required,"Rule 8 (family collection, unpublished, photographer unknown, created after 1906): permission required from the family/donor via the Beaumont Library District. The Sumner family (Karen Sumner Noordman is a known contributor of Sumner material to this project) is the probable source; next action: BLD to confirm the donor and secure reproduction permission.",Unknown; likely Sumner family via Beaumont Library District,Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_9dee891466dac007,"The S. and S. Grocery corner, Fifth Street and Egan Avenue, Beaumont, c. 1930",1925,1934,Permission required,"Rule 8 (family collection, unpublished, photographer unknown, created after 1906): permission required from the family/donor via the Beaumont Library District. Probable source is the Sumner family (Karen Sumner Noordman); next action: BLD to confirm the donor and secure reproduction permission.",Unknown; likely Sumner family via Beaumont Library District,Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_e3de81c2cb7655c8,"Triangle Service Station, 6th and California Streets, Beaumont",1925,1932,Unclear,"Calisphere/Beaumont Library District rights statement: 'Copyright status unknown. Some materials in these collections may be protected by the U.S. Copyright Law (Title 17, U.S.C.).' Next action: request reproduction permission from the Beaumont Library District, which is standard practice for these collections. Note: this is a commercial real-photo postcard — if its publication can be demonstrated as pre-1931, rule 2 would reclassify it as Public domain (95-year term expired); the current date estimate (c. 1925-1932) extends past 1930, so that cannot yet be asserted.","Beaumont Library District Local History Collection, via Calisphere (CBEA_121)",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_c66b2fd607cf422f,"Beaumont High School, E. 6th Street (now Beaumont Civic Center), from the 1930 BHS yearbook",1928,1930,Public domain,"Published in the 1930 Beaumont High School yearbook (per the BLD source filename); works published 1930 or earlier entered the U.S. public domain Jan 1, 2026 (95-year term). Courtesy credit: Beaumont Library District. Caveat: the publication claim rests on the collection filename — if sight-verification of a 1930 yearbook fails and the print proves unpublished, BLD permission (rule 7) would govern instead.","1930 Beaumont High School yearbook, via Beaumont Library District",Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_cfdaf786f32d7ba0,"Crawler tractors pulling grain drills at Stewart Ranch, Beaumont, c. 1930s",1928,1945,Permission required,"Unpublished ranch photograph, photographer unknown, created after 1906 (c. 1930s) — contact the Stewart family/donor via Beaumont Library District for reproduction permission. Related Stewart Ranch items on Calisphere carry only 'copyright status unknown' or blanket written-permission boilerplate, naming no specific rights holder.",Stewart family collection (via Beaumont Library District),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_2aaf83f6b9ef8d97,"First Christian Church (Disciples of Christ), 701 Egan Avenue at Seventh Street, Beaumont",1930,1930,Permission required,"Rule 7 (institutional collection without a copyright claim): scan reproduced from the San Gorgonio Pass Historical Society website; photographer and original publication unknown. Contact SGPHS for reproduction permission. If the halftone proves to come from a pre-1931 publication, it would instead be Public domain under rule 2.",San Gorgonio Pass Historical Society (website reproduction; photographer unknown),Researched,False,"San Gorgonio Pass Historical Society (SGPHS), Banning CA · sgphs.org"
img_1d5ad1237f7755e2,"Our Lady of Guadalupe Chapel (later Sacred Heart), Beaumont barrio, c. 1930-1955",1930,1955,Permission required,"Unpublished family-collection photograph, photographer unknown, created after 1906 (RIGHTS-RULES rule 8). Contact donor Grace Granados via Beaumont Library District for reproduction permission.",Courtesy of Grace Granados,Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_4a9ee3f3baeb6a26,"Section Gang with Track Tools, Luis Estrada at Far Right",1930,1950,Permission required,"Permission required — unpublished Estrada family photograph, photographer unknown, created after 1906 (family-collection rule 8). Underlying copyright has not expired (anonymous unpublished work: 120 years from creation). Contact the Estrada family (donor) through the Beaumont Library District before reproduction.",Estrada family collection (via Beaumont Library District),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Estrada family (collection donors) — via Beaumont Library District"
img_4ec3e978a2772b6b,"Track Crew on a Railroad Bridge, Luis Estrada Fourth from Right",1930,1950,Permission required,"Permission required — unpublished Estrada family photograph, photographer unknown, created after 1906 (family-collection rule 8). Underlying copyright (anonymous unpublished work: 120 years from creation) has not expired. Contact the Estrada family (donor) through the Beaumont Library District before reproduction.",Estrada family collection (via Beaumont Library District),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Estrada family (collection donors) — via Beaumont Library District"
img_0880ba793548d705,"Fifth Street (Main Street), Beaumont, with Harvey's Cafe and the Beaumont Garage — real photo postcard, c. 1932-1940",1932,1940,Permission required,"Rule 6 (named private collection — Steve Lech): the scan comes from Steve Lech's collection and bears his RivCoKid Images watermark; the card's publisher/photographer is unidentified and the view dates c. 1932-1940, so the pre-1931 public-domain rule (rule 2) cannot be applied. Next action: contact Steve Lech (rivcokid@gmail.com) for an unwatermarked scan and reproduction permission; if publication can be shown to precede 1931 the card itself would be public domain, and a 1932-40 card whose copyright was never renewed may also prove free, but neither is demonstrable from the scan alone.",Steve Lech postcard collection (RivCoKid Images),Researched,False,
img_88e0efbd8026acce,"South side of West 5th Street, Beaumont — Crowther Real Estate, Beaumont Variety Store, Pass City Grocery, and Maloof's, c. 1933-1937",1933,1937,Unclear,"Rule 1 (Calisphere-matched record) — BLD rights statement captured verbatim: 'Copyright status unknown. Some materials in these collections may be protected by the U.S. Copyright Law (Title 17, U.S.C.)... Responsibility for any use rests exclusively with the user.' Next action: request reproduction permission from the Beaumont Library District, which is standard practice for this collection.",Beaumont Library District (Calisphere item CBEA_101),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_5430b97f619e1088,"Presbyterian Church postcard, northeast corner of 7th and Euclid Streets",1934,1960,Copyrighted,"Calisphere rights statement (verbatim opening): 'Copyrighted — Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners.' Named rights holder: Beaumont Chamber of Commerce (726 Beaumont Ave, Beaumont, CA 92223, 951-845-9543). Rule 2 (pre-1931 published material) does not apply: the stone sanctuary was completed May 20, 1934, so this postcard was necessarily published after the 1931 public-domain cutoff. Next action: obtain the Chamber's written permission before reproduction (RIGHTS-RULES rule 1: named holder in statement).","Beaumont Library District Local History Collection, via Calisphere (CBEA_163)",Researched,False,
img_8241a89edda429c5,"Chamber of Commerce building and Logan's Style Shops, Sixth Street, Beaumont — Frasher's Fotos postcard F6322",1937,1942,Copyrighted,"Copyrighted — Frasher's Fotos (Burton Frasher); the Frasher Foto negative collection is held by Pomona Public Library (RIGHTS-RULES rule 6). Published c. 1937-1942, so the 95-year term runs into the 2030s. Next action: request reproduction/licensing through Pomona Public Library Special Collections.","Frasher's Fotos (Burton Frasher); Frasher Foto Collection, Pomona Public Library",Researched,False,Pomona Public Library Special Collections (Frasher Foto archive) · pomonalibrary.org
img_82f263746528ece8,Fifth Street looking east toward the Bank of Beaumont — Frashers Fotos real-photo postcard,1937,1941,Copyrighted,"Frashers Fotos real-photo postcard published c. 1937-1941 — post-1930 publication, so not public domain; rights rule 6 names Frasher Foto, whose collection is held by the Pomona Public Library. Contact Pomona Public Library for reproduction rights.","Frashers Fotos (Burton Frasher, Pomona)",Researched,False,Pomona Public Library Special Collections (Frasher Foto archive) · pomonalibrary.org
img_6b0ff0ed19b0fb9e,Ramona V. Torres — c. 1940s portrait as reproduced on the Ramona's Restaurant menu,1937,1950,Permission required,"The photographed object is a modern Ramona's Restaurant menu (published post-1972, still in copyright, held by the restaurant's Torres/Vargas family) incorporating an unpublished c. 1940s family portrait whose photographer is unidentified (Rules 5-6 analog + Rule 6). Next action: contact the Vargas family via SGPHS or Beaumont Library District for reproduction permission and ideally the original portrait print.",Torres/Vargas family (Ramona's Restaurant),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_4ac86175e34cb48f,"Beaumont High School (now Beaumont Civic Center), real-photo postcard, c. 1938-1948",1938,1948,Permission required,"Permission required — the mature landscaping places publication after 1930, so the pre-1931 public-domain rule cannot be applied, and the postcard publisher is unidentified; the Beaumont Library District holds the print and controls reproduction (rule 7). Next action: ask BLD; if a publisher imprint is found on the verso, run a renewal search.",Unidentified postcard photographer; Beaumont Library District collection,Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_ef0e1fe665c580a0,"Sam's Cafe on Sixth Street (U.S. 60-70-99), Beaumont — Frasher's Fotos postcard F6335",1938,1946,Copyrighted,"Rule 6 (named photographer, 1931+): Frasher's Fotos postcard by Burton Frasher, Pomona; the Pomona Public Library holds the Frasher Foto collection — contact them for licensing. If publication before 1946 without copyright renewal is ever documented, the card may in fact be public domain, but per catalog rules it is treated as Copyrighted.","Frasher's Fotos (Burton Frasher, Pomona, Calif.)",Researched,False,Pomona Public Library Special Collections (Frasher Foto archive) · pomonalibrary.org
img_7707eba1df237c65,"""Beaumont Builds Attractive City Hall"" — newspaper clipping attributed to the Desert Sun, April 28, 1939",1939,1939,Copyrighted,"Newspaper page attributed to the Desert Sun, April 28, 1939 — post-1930, so rule 5 applies: rights presumptively with the publisher; contact The Desert Sun (Palm Springs; now Gannett) for reproduction. Next action: when verifying the issue on CDNC in a browser, also check whether the 1939 copyright was renewed — many papers of this era were not, which would place the page in the public domain.","The Desert Sun (Palm Springs), April 28, 1939; digital copy via Facebook, Dec. 2020",Researched,False,
img_a9b8f17ec8b1a61d,"Beaumont City Hall, fire station, and police station, 500 Grace Avenue, c. 1940s",1939,1950,Permission required,"Family snapshot, c. 1940s; collection owner known (Karen Sumner Noordman, scan received 1-12-2023) but photographer unidentified — rights rule 6. Contact Karen Sumner Noordman via the Beaumont Library District.",Karen Sumner Noordman collection (photographer unknown),Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org"
img_c323e4a9718d30b7,"Emeteria and Luis Estrada, Beaumont — 1940s",1940,1949,Permission required,"Unpublished family photograph, 1940s, photographer unknown (rule 8, created after 1906): reproduction permission from the Estrada family/donor via Beaumont Library District.",Estrada family collection,Researched,False,"Beaumont Library District, 125 E. 8th St, Beaumont CA 92223 · (951) 845-1357 · beaumontlibrary.org | Estrada family (collection donors) — via Beaumont Library District"
